标题,发布/编辑时间,赞同数,内容摘要,链接
我对女朋友这些要求很过分吗？,未知,0,那你干脆把她脚踝锁起来，让她在家里不许穿衣服，腿上帮个郊狼，平时不接你电话你就电她，没收她的房门钥匙，把她微信里的男性朋友都删光么好了。 反正也没什么本质区别了。…,https://www.zhihu.com/question/656580157/answer/2015367804665229341
谈恋爱只喜欢找帅的对吗？,未知,0,"找对象当然要找颜值高的。 我就觉得奇怪了，女生说要找帅哥各个都理直气壮的。 怎么到了男人一个个嘴上讲的都是""长期关系性格最重要""。 不是，你们有点追求行不行，漂亮和性格好都要不行吗？谈恋爱讲什么性价比啊！…",https://www.zhihu.com/question/1959057211826370258/answer/2015356493902402352
男人都喜欢腰细，胸大，皮肤白的妹子吗？,未知,0,答主是不是忽略了长腿翘臀和漂亮脸蛋？ 单纯的肤白细腰胸大吸引力可没那么大。 细腰一定要搭配长腿，有长腿的纤腰才有存在的价值，如果再有个漂亮脸蛋，那么肤白和大胸都可以不是必要条件了。 ——纤细的黑皮美少女你难道就不喜欢了？…,https://www.zhihu.com/question/1999040162001346740/answer/2015355707743052190
你什么时候发现真的有天赋差距的?,未知,0,我家里有个遗传病，喉咙窄，不严重，不影响呼吸也不影响日常说话。 但是到了高中过了变声期以后，我无聊的时候中发现我可以靠挤声带发出很自然的女生声音。 日常说话和娇喘都没有破绽，我还能发出和女生一样的呼吸音。…,https://www.zhihu.com/question/531148965/answer/2015107076993602751
在长期关系中，颜值和性格哪个更重要？,未知,0,你把这两玩意拆开来讲就很没意义了。 因为颜值决定性格，一个长得还不错的人大大咧咧没心没肺，你会觉得他很有松弛感，和他在一起很开心。 但是遇到长得一般的人也是这样的性格，你就会觉得他不关心你，自私自利只考虑自己。 人类就是这么双标的，一个人长得不错声音好听，他的做任何事情讲任何话就是能得到更好的评价。 他嘴巴甜，别人就会觉得他情…,https://www.zhihu.com/question/14138474242/answer/2015068678694126753
男孩子们！你们喜欢有资源，愿意处处为你花钱以及满足你各种需求的漂亮女友吗？,未知,0,这样的女朋友我都可以整理出一个合集来了。…,https://www.zhihu.com/question/14315601248/answer/2015062912398549112
在当今社会为什么还有男人介意女人在婚前和前男友同居过？,未知,0,"为什么不能介意？ 搞笑了 介意这种事情都要被教育批判一顿？ 讨厌自己的伴侣和别人同居过不是理所当然的事情吗？ 为什么一定要接受？ 我活得那么混乱的一个人，都不会和别人说""不就是婚前同居吗？你格局要大"" 笑死，婚前同居能玩得多开多腻歪你们是真不懂？ 骗人接盘有意思伐啦。 就非得娶一个婚前同居的咯？ 凭什么啦 最搞笑的是这个问题下面一帮男的都…",https://www.zhihu.com/question/2013347849052653082/answer/2015054487035859794
杨迪分享「持续交卷」理念，称人生持续交卷就会有成绩，这是一种怎样的行动哲学？给我们带来哪些启示？,未知,0,"这个理念算是个常识吧，否则也不会存在那么多——""只要我不结束一件事，我就还没失败""的人了。 尽快上手尽早知道结局尽早解决问题当然是一个正确的办法，但是这样累啊。 他这个理念我相信大部分成年人都是知道的，就是因为他们都知道，所以才会选择不去那么做呀。 算是一句正确的废话。 毕竟，交卷的越快，成绩出来的越快，你的学业压力只会越大。…",https://www.zhihu.com/question/2014471214588977634/answer/2015049102568747787
男生长得太帅是一种怎样的体验？,未知,0,"正好借着这个问题，我澄清一个事情，其实我长得真的不帅。 因为我所有交往过的女生都没夸过我帅，她们的评论都是""和其他男生比，你起码像个人""。 真过分，还不如说我像哥斯拉呢。 我也不是什么数值怪，其实我身上deduff挺多的，比如我过高的身高，我初三就有188了，那个时候对大部分女生来说我是很吓人的，不是所有女生都喜欢很高的男生…",https://www.zhihu.com/question/372486781/answer/2015041073219642585
一个漂亮却不善良的女生和一个不漂亮却善良的女生，男生会选哪个？,未知,0,最让男人上头的是漂亮且邪恶，但只对自己善良的姑娘。 这类型没什么好解释的，没有男人不喜欢这样的。 退而求其次是漂亮但不善良，对谁都不善良的妹子。 因为有些人会幻想自己可以靠金钱征服这样的妹子，这样就能在朋友面前挣到面子了。 而其次才是漂亮又善良的妹子——对谁都善良的漂亮妹子，就和长得帅但是对谁都很温柔的帅哥一样，会让追求者有极…,https://www.zhihu.com/question/1932530934885908538/answer/2015014662912102835
想知道男性怎么看待家暴？,未知,0,我极度讨厌使用暴力，不管男女。 倒不是因为我有什么绅士风度。 而是因为我自从开始发育后发现我对同班大部分男生的击杀效果都是破甲，而对女生则是即死。 因为我高中的时候在和女生追逐打闹的过程中不小心掰折了她的手腕，所以自那以后我就再也不随心所欲的和异性打闹了。 我是真的从来不打女人的，因为我和女性不存在互殴和缠斗，对女人施暴我这辈…,https://www.zhihu.com/question/615878063/answer/2015005079107831495
求评价一下长相不玻璃心，很自卑，不敢和人交往这是原相机拍的，求客观评价谢谢好让我认清自己？,未知,0,哈哈哈你长得有点好玩！ 你要是我朋友我绝对不讨厌你，不知道你是什么性格的，但是你的脸看起看就是一副性格搞怪鬼点子很多的样子。 看着还蛮舒服的 自卑啥呀，你只要性格没问题，顶着张脸没人会讨厌你的。 你的脸有一种不会背刺别人的亲和力，挺好的好吧！…,https://www.zhihu.com/question/2012611835552093087/answer/2014980503304954349
你见过最绿的帽子是什么?,未知,0,在我遇到神人之前，我见过最绿的帽子就是我前搭子的男朋友。 我前搭子真的是一个纯碧池，她绿他男朋友绿的堪称理直气壮，我第一次和她上床她就说她有男朋友，她和她男朋友是异地，她说等她男朋友回来她就退圈了，所以这之前怎么🌿她都没关系，把她搞坏掉都不要紧。 她似乎时时刻刻都在把她男朋友当成她偷情play的一环，无论是闹着要在危险期…,https://www.zhihu.com/question/1904814576802957017/answer/2014760810392593927
为什么一个女生真的能一直单身？,未知,0,女生谈恋爱是要担着会怀孕的风险的。身体再好怀孕一次也要去掉半条命。 所以单身对女生来说算是一种保命策略，保命哪有不主动的。…,https://www.zhihu.com/question/473055083/answer/2014728004576765495
娶老婆是要漂亮的还是要性格好的？,未知,0,选漂亮的，因为不漂亮就会被我妈指定一个长得漂亮但是性格很糟糕的女人。 与其她指定还不如我自己找个漂亮的应付她一下，起码人家姑娘还站在我这边。…,https://www.zhihu.com/question/1942475258599830182/answer/2014726024039016046
看了很多提问和讨论，为啥大龄女生（不限于剩女）不觉得或者不承认女孩的年轻是优势？,未知,0,因为不想承认啊，承认了就会显得自己太失败了。 不和年轻女性作比较是女性之间维持体面的一种默契。因为这玩意吧，一旦撕破脸，那就真的特别难看了。所以大龄女性反而会装作很大度很不在意的样子来讨论年轻女性的问题。 但是这事情从很多侧面还是能漏出马脚的。 ——比如有些大龄女coser会对带着年轻搭子的男coser有着浓重的敌意，在背后…,https://www.zhihu.com/question/1990087271932785320/answer/2014724950649505789
你愿意娶一个大龄剩女吗?,未知,0,我曾经连18岁的私立医院院长千金的求婚都拒绝了。 那我说我不会娶大龄姐姐应该不算双标吧。…,https://www.zhihu.com/question/8091559587/answer/2014704546295849352
“如果允许多妾制，女性宁愿去当富贵人家的第1001房小妾，也不跟你结婚”，如何看待这种观点？,未知,0,呃……其实都未必是富贵人家，如果真的不巧两个人都喜欢上一个男人，三个人还一直在一起玩的话。 女生是真的会考虑能不能三个人一起生活的。 但是不存在妻妾之分。 这个说话换成现在的语境应该是：有些女生宁愿给自己喜欢的男人当小老婆，也不要和一个不喜欢的人结婚…… 当妾还不如炮友呢………,https://www.zhihu.com/question/2013975466671899570/answer/2014631147896861610
张凯丽称天价彩礼不应归咎于女性，其背后深层原因是什么？,未知,0,这个破钱就一定要给吗？这个逼婚就一定要结吗？这个耀祖就非生不可吗？,https://www.zhihu.com/question/2014378032790533690/answer/2014629246040048735
我被球砸了，男朋友不敢找对方理论，是不是窝囊？,未知,0,"可能你希望的是你男朋友走过去淡淡的说一句""道歉""，然后对方就诚惶诚恐的跑过来和你认错。 那么如果对方不搭理你男朋友怎么办？ 你会不会更生气了？还是希望男朋友可以更强硬一点？ 这样的话事情就一定会向着""很不体面的互相辱骂""的方向发展。 你是希望自己的男朋友是这样一个战斗力强劲的疯狗？ 我二十岁之前就是这样一个嘴毒还没脑子的疯狗，我…",https://www.zhihu.com/question/654214301/answer/2014623443212054682
真的想不明白，黄毛到底有什么魅力？,未知,0,摸着自己的裤裆思考一下，这样的黄毛你喜不喜欢？ 试想一下：你是一个长相普通性格木讷的老实孩子，平时的生活就是学校家庭两点一线，每天的日常就是做题做题再做题，突然有一天，你在路边邂逅了一个异常热情，性格跳…,https://www.zhihu.com/question/1895759766036391517/answer/2014611488116078083
为什么乙女游戏的女主一般都漂亮，而GAL的男主往往很平凡甚至一般？,未知,0,"我记得我入宅的时候，""长得像galgame男主角一样""还算是一句夸人的评价。…",https://www.zhihu.com/question/409188097/answer/2014601124410320382
